Date,Strategy,Benchmark
2025-06-30 00:00:00-04:00,-0.001676180794982838,0.004450377614660805
2025-07-01 00:00:00-04:00,-0.01506751666533443,-0.0004938993995498686
2025-07-02 00:00:00-04:00,0.017084732678331153,0.002283684618420434
2025-07-03 00:00:00-04:00,0.005426165026027352,0.003746020213768463
2025-07-07 00:00:00-04:00,-0.02425452985628699,-0.0057848808783729
2025-07-08 00:00:00-04:00,0.0032646651899486865,-0.0005481452011934617
2025-07-09 00:00:00-04:00,0.0025279740292325882,0.00519130715439573
2025-07-10 00:00:00-04:00,0.015180874121508925,0.001746848308062665
2025-07-11 00:00:00-04:00,0.0007273736480361637,-0.0037507651006339683
2025-07-14 00:00:00-04:00,0.004383794863877865,0.0010899439131855538
2025-07-15 00:00:00-04:00,-0.00845401488183359,-0.0037729660830935876
2025-07-16 00:00:00-04:00,0.012155216973175809,0.0027777207274696904
2025-07-17 00:00:00-04:00,0.0024651165419990605,0.0037817367490976745
2025-07-18 00:00:00-04:00,0.008383749056841253,0.00022055891547425607
2025-07-21 00:00:00-04:00,0.00039069170555442573,0.0022907254950572664
2025-07-22 00:00:00-04:00,0.0031669770869280217,0.0007429242646354695
2025-07-23 00:00:00-04:00,0.006518948882357945,0.004284521084594095
2025-07-24 00:00:00-04:00,-0.02254857184990201,-0.00029424473126331567
2025-07-25 00:00:00-04:00,0.012847819622175752,0.0035217781858270843
2025-07-28 00:00:00-04:00,0.008201052982143438,-0.0008073408951140282
2025-07-29 00:00:00-04:00,-0.005652642258053934,0.0004997661114162445
2025-07-30 00:00:00-04:00,-0.0027787573800010404,-0.0017912093910598783
2025-07-31 00:00:00-04:00,-0.01209294856016727,-0.0021961825133559156
2025-08-01 00:00:00-04:00,-0.016920058069952552,-0.006369250037781125
2025-08-04 00:00:00-04:00,0.017064641538936755,0.0093916942991366
2025-08-05 00:00:00-04:00,-0.00414598187953632,-0.002879058124864042
2025-08-06 00:00:00-04:00,0.015606928905634686,0.004270177618617632
2025-08-07 00:00:00-04:00,0.0014459701849185115,-0.0006657490259881493
2025-08-08 00:00:00-04:00,0.011996053681759081,0.0038086949279280352
2025-08-11 00:00:00-04:00,0.006482577429390037,-0.0009139924769976603
2025-08-12 00:00:00-04:00,0.009170572306696902,0.0064420191932030415
2025-08-13 00:00:00-04:00,0.0012807554301825317,0.0035237378060524625
2025-08-14 00:00:00-04:00,-0.0030455941433472143,-0.001083227741636339
2025-08-15 00:00:00-04:00,-0.005849055746182244,-0.001948602276115108
2025-08-18 00:00:00-04:00,0.0037115418136411285,-0.0005663034969514369
2025-08-19 00:00:00-04:00,-0.008769306182031773,-0.0024917380143334666
2025-08-20 00:00:00-04:00,-0.006485479934672999,-0.0013221229195313987
2025-08-21 00:00:00-04:00,-0.006149451642117634,-0.003386063290944175
2025-08-22 00:00:00-04:00,0.028369839698109557,0.011231276441450212
2025-08-25 00:00:00-04:00,0.002210596028671766,-0.0031830489241648327
2025-08-26 00:00:00-04:00,0.007089459921453552,0.0030009926585532476
2025-08-27 00:00:00-04:00,8.74274242043194e-06,0.001746882201638078
2025-08-28 00:00:00-04:00,-0.00032169501360567983,0.00261261823950365
2025-08-29 00:00:00-04:00,-0.0140363912053371,-0.004065412925237433
2025-09-02 00:00:00-04:00,-0.009105504599179647,-0.0052998926688517575
2025-09-03 00:00:00-04:00,0.007905331301885934,0.004559587627522755
2025-09-04 00:00:00-04:00,0.009728700074282927,0.006535464718391548
2025-09-05 00:00:00-04:00,0.008017819046297666,0.00015606082106278674
2025-09-08 00:00:00-04:00,-0.0017445377734803982,0.0027666139833312452
2025-09-09 00:00:00-04:00,0.0021267032895244,0.0006356525942381897
2025-09-10 00:00:00-04:00,0.0027441006254009335,0.0024335272269765617
2025-09-11 00:00:00-04:00,0.022801930406149924,0.0058452633772128944
2025-09-12 00:00:00-04:00,0.020208469711574136,-0.0006828308053563603
2025-09-15 00:00:00-04:00,0.013743754301082278,0.003945195204489193
2025-09-16 00:00:00-04:00,0.006856986135031773,-0.0007725134456459504
2025-09-17 00:00:00-04:00,0.0018986323987049266,-0.001441469531492756
2025-09-18 00:00:00-04:00,-0.0025082077934994495,0.0017846027104539087
2025-09-19 00:00:00-04:00,0.009724917850499927,0.003133004124267602
2025-09-22 00:00:00-04:00,0.008726953243239901,0.002086328876287879
2025-09-23 00:00:00-04:00,-0.009282676321908087,-0.002458555161905607
2025-09-24 00:00:00-04:00,0.008761542313358135,-0.002714898451753611
