Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2015-01-02 00:00:00-05:00,59.048073283284886,59.23432373987968,59.04090833277003,59.20566940307617,2218800,0.0,0.0,0.0
2015-01-05 00:00:00-05:00,59.27013778234464,59.39907956581192,59.24148344543459,59.37759017944336,5820100,0.0,0.0,0.0
2015-01-06 00:00:00-05:00,59.477858795356035,59.728577332371785,59.477858795356035,59.54949188232422,3887600,0.0,0.0,0.0
2015-01-07 00:00:00-05:00,59.55669187722383,59.656979351045116,59.4922237005919,59.58534622192383,2433400,0.0,0.0,0.0
2015-01-08 00:00:00-05:00,59.53517389317522,59.53517389317522,59.43488646751708,59.49219512939453,1873400,0.0,0.0,0.0
2015-01-09 00:00:00-05:00,59.46352272960543,59.66409751997415,59.45635778273422,59.592464447021484,1646100,0.0,0.0,0.0
2015-01-12 00:00:00-05:00,59.63546062765461,59.692769288867844,59.59964134808265,59.67127990722656,4397900,0.0,0.0,0.0
2015-01-13 00:00:00-05:00,59.67841770733854,59.79303498811989,59.621114532200615,59.72856140136719,2223400,0.0,0.0,0.0
2015-01-14 00:00:00-05:00,59.91482876686409,59.97213742353142,59.85036062705407,59.86468505859375,2481200,0.0,0.0,0.0
2015-01-15 00:00:00-05:00,59.850380151968125,60.144077549005694,59.850380151968125,60.12975311279297,4214500,0.0,0.0,0.0
2015-01-16 00:00:00-05:00,60.03662206363469,60.065276399843626,59.871866462003034,59.95066452026367,3631300,0.0,0.0,0.0
2015-01-20 00:00:00-05:00,59.957813973594774,60.050941917006185,59.864691495438265,59.88618087768555,3029500,0.0,0.0,0.0
2015-01-21 00:00:00-05:00,60.02231367852302,60.02947863080516,59.76443004893856,59.7715950012207,2473900,0.0,0.0,0.0
2015-01-22 00:00:00-05:00,59.90767693911503,59.90767693911503,59.721431962037315,59.7859001159668,2157400,0.0,0.0,0.0
2015-01-23 00:00:00-05:00,59.91483546975403,60.00795794831566,59.89334608741326,59.97930908203125,6255000,0.0,0.0,0.0
2015-01-26 00:00:00-05:00,59.97927707304933,59.99360149854706,59.87182475343437,59.90763854980469,7810500,0.0,0.0,0.0
2015-01-27 00:00:00-05:00,60.07243083244363,60.09392021452392,59.90766979440331,59.94348907470703,1154100,0.0,0.0,0.0
2015-01-28 00:00:00-05:00,59.91481578095681,60.237167340649194,59.9004913525218,60.15837478637695,1394600,0.0,0.0,0.0
2015-01-29 00:00:00-05:00,60.1297104067748,60.15119977845949,60.0007687114144,60.09389114379883,1551300,0.0,0.0,0.0
2015-01-30 00:00:00-05:00,60.31600187796336,60.42345428466797,60.25153371309445,60.42345428466797,10474400,0.0,0.0,0.0
2015-02-02 00:00:00-05:00,60.258345667218606,60.42343944078086,60.22963894479139,60.351661682128906,6070500,0.17,0.0,0.0
2015-02-03 00:00:00-05:00,60.24400770417774,60.28707327511794,60.12915887994606,60.1650505065918,1237200,0.0,0.0,0.0
2015-02-04 00:00:00-05:00,60.04303652704117,60.193771523689506,59.978432684880936,60.18659210205078,2945700,0.0,0.0,0.0
2015-02-05 00:00:00-05:00,60.07171662368733,60.121961595709756,60.01429223386421,60.05735778808594,2128200,0.0,0.0,0.0
2015-02-06 00:00:00-05:00,59.8492355828141,59.877947795524406,59.65543499238787,59.6697883605957,2907700,0.0,0.0,0.0
2015-02-09 00:00:00-05:00,59.77023896391396,59.78459779895048,59.619504053776566,59.648216247558594,1384600,0.0,0.0,0.0
2015-02-10 00:00:00-05:00,59.57643039425806,59.60514258413302,59.5046526577158,59.5405387878418,1447900,0.0,0.0,0.0
2015-02-11 00:00:00-05:00,59.57643039425806,59.612322000674325,59.4974732411745,59.5405387878418,1904000,0.0,0.0,0.0
