Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2023-11-06 00:00:00-05:00,421.01102787683624,421.66844265759465,419.28045324415575,421.2237243652344,67831700,0.0,0.0,0.0
2023-11-07 00:00:00-05:00,421.223666855701,423.0605747296388,420.08285380291056,422.4224853515625,64256100,0.0,0.0,0.0
2023-11-08 00:00:00-05:00,423.02196085453033,423.5440394282341,420.43095231056213,422.73193359375,61746000,0.0,0.0,0.0
2023-11-09 00:00:00-05:00,423.8727442351021,423.91142437106953,419.00975716373983,419.4351501464844,83174400,0.0,0.0,0.0
2023-11-10 00:00:00-05:00,421.5040416459852,426.2896676737884,419.42540510915256,425.98028564453125,89462200,0.0,0.0,0.0
2023-11-13 00:00:00-05:00,424.64616313137293,426.6764127794683,423.86306009469695,425.57427978515625,52236100,0.0,0.0,0.0
2023-11-14 00:00:00-05:00,431.50073527138204,435.11654569788686,431.27836139592864,433.8307189941406,97176900,0.0,0.0,0.0
2023-11-15 00:00:00-05:00,435.16489156652574,436.39274237985995,433.8983901244557,434.7491760253906,77327600,0.0,0.0,0.0
2023-11-16 00:00:00-05:00,434.30447059030485,435.59997479434537,433.24098818272,435.28094482421875,66665800,0.0,0.0,0.0
2023-11-17 00:00:00-05:00,435.2906316917746,436.43147446982493,434.37219232906403,435.8223876953125,83133200,0.0,0.0,0.0
2023-11-20 00:00:00-05:00,435.57099160312566,440.0182630951851,435.5613141930735,439.1771545410156,69936200,0.0,0.0,0.0
2023-11-21 00:00:00-05:00,438.13293202095787,439.05140070988807,436.9534388382608,438.2199401855469,49244600,0.0,0.0,0.0
2023-11-22 00:00:00-05:00,439.8732451207241,441.22675482120695,438.8194400859089,439.9118957519531,59394900,0.0,0.0,0.0
2023-11-24 00:00:00-05:00,439.9602117787139,440.3759273074353,439.631504418495,440.18255615234375,29737400,0.0,0.0,0.0
2023-11-27 00:00:00-05:00,439.55413995178077,440.3662456876674,439.00305871890555,439.3898010253906,50506000,0.0,0.0,0.0
2023-11-28 00:00:00-05:00,439.0030764411284,441.1203637861366,438.44234728096177,439.8248596191406,62115000,0.0,0.0,0.0
2023-11-29 00:00:00-05:00,441.97117519611106,443.10234049536746,439.1191421839662,439.5155029296875,63146000,0.0,0.0,0.0
2023-11-30 00:00:00-05:00,440.35665713551293,441.59415597189025,438.2876976332808,441.24609375,79752700,0.0,0.0,0.0
2023-12-01 00:00:00-05:00,440.6369952391435,444.3881717849613,440.0472633152973,443.8564453125,89183400,0.0,0.0,0.0
2023-12-04 00:00:00-05:00,440.4726232624604,443.8757373404589,439.2544498661346,441.52642822265625,72430900,0.0,0.0,0.0
2023-12-05 00:00:00-05:00,440.14391844231596,442.3965419933345,439.7668535301099,441.4394226074219,69793500,0.0,0.0,0.0
2023-12-06 00:00:00-05:00,443.57606849081975,443.60507121667763,439.225482586349,439.6605529785156,69124700,0.0,0.0,0.0
2023-12-07 00:00:00-05:00,441.7391409339485,443.66305717468333,441.13973162302386,443.01531982421875,66995400,0.0,0.0,0.0
2023-12-08 00:00:00-05:00,442.2708481089666,445.4516177863762,442.02914891320626,444.9198913574219,83194400,0.0,0.0,0.0
2023-12-11 00:00:00-05:00,444.4268611503367,446.8245280398024,444.21416465607524,446.6504821777344,65002200,0.0,0.0,0.0
2023-12-12 00:00:00-05:00,446.3024402574832,448.7871152745883,445.30664066950123,448.6904296875,68327600,0.0,0.0,0.0
2023-12-13 00:00:00-05:00,449.06747102737427,455.12930631637573,448.70976090431213,454.8779296875,93278000,0.0,0.0,0.0
2023-12-14 00:00:00-05:00,456.8115200961749,458.00069086527446,453.66943027540754,456.3377990722656,119026000,0.0,0.0,0.0
